H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
H,1,-1,S,H,S,S,H,S,S,S,H,S,S,S,S,S,S,S,S,S,S,H,S,S,S,-1,2,H
H,-1,S,S,S,S,S,S,S,S,S,S,H,S,S,S,S,S,S,S,S,S,H,S,S,H,S,-1,H
H,S,S,S,S,S,S,S,H,H,S,S,PP,S,S,S,S,S,S,S,S,S,S,S,H,S,S,S,H
H,S,S,S,H,S,S,S,H,S,S,S,S,S,S,S,S,S,S,H,H,H,H,S,S,S,S,S,H
H,S,S,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,S,S,S,S,H
H,S,S,H,S,S,H,S,S,H,S,S,H,S,S,PT,S,S,S,S,S,S,H,S,H,S,S,S,H
H,S,S,S,S,S,S,H,S,H,H,S,S,H,S,H,S,S,S,S,S,S,S,H,S,H,S,S,H
H,S,S,S,S,S,H,S,S,S,S,S,H,S,S,S,S,S,S,S,S,S,H,S,S,S,S,S,H
H,S,S,S,H,S,S,S,S,S,S,S,S,H,S,S,H,S,S,H,S,S,S,S,S,S,H,S,H
H,S,S,S,S,S,S,S,H,S,H,S,PM,H,S,S,S,S,S,H,H,H,S,S,S,S,S,S,H
H,S,S,S,S,H,S,S,S,S,S,S,S,S,H,H,S,S,S,S,S,S,S,S,S,S,S,S,H
H,H,S,H,S,S,S,S,S,S,H,H,S,S,H,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,S,S,S,S,H,S,S,H,H,S,S,S,H,S,S,S,S,H,S,S,S,S,S,S,S,S,S,H
H,H,S,S,S,S,H,S,H,S,S,S,S,PB,S,S,S,S,S,S,S,S,H,S,H,S,PK,H,H
H,S,H,H,S,S,H,H,S,S,S,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,H,H,H,H,S,S,S,S,S,S,S,H,S,S,S,S,H,H,S,H,S,S,S,H,S,S,S,H
H,S,S,S,S,S,S,S,S,S,H,S,S,S,S,S,S,H,S,S,S,S,S,H,H,S,S,S,H
H,S,S,S,H,H,S,PU,S,H,S,S,S,S,S,H,S,S,S,S,S,S,H,S,H,S,S,S,H
H,H,S,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,S,S,S,H
H,S,S,S,H,S,S,S,S,S,S,S,S,S,S,S,S,S,H,S,S,S,S,S,S,S,H,S,H
H,S,S,S,S,S,S,S,S,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,S,S,H
H,-1,S,S,S,S,S,H,S,H,S,H,S,S,H,H,S,S,S,H,S,S,S,H,H,S,S,-1,H
H,3,-1,S,S,S,S,H,H,S,S,S,S,S,S,H,H,S,H,S,H,H,S,S,S,S,-1,4,H
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
